timestamp,x,y,x_acce,y_acce,z_acce
1571214653488.0,221.30273144153765,132.52430233849438,-7.2546096,-3.7181709400000003,24.75483655
1571214655498.0,219.14201114361433,132.70871974926104,-0.659175112,-0.4504959,9.6746616
1571214657578.0,218.98884249617777,134.95110645805727,-1.993717215,-3.048415405,19.51635035
1571214659634.0,218.83744117928856,137.16761947405973,-0.8334656,-5.0835266,9.761276
1571214661723.0,218.68360978289675,139.41970881765366,-0.046740724,-1.2741027600000001,6.65658568
1571214663775.0,218.53250302109876,141.6319095515238,-0.524024965,-2.99607845,13.4558255
1571214665890.0,219.29007031999998,143.13905947789473,-0.8685157830000001,-0.233155064,9.6101145
1571214668039.0,221.4113912,143.52655207719297,-0.07241822,-0.72562025,8.4271015
1571214670192.0,223.53666056,143.91476592842105,-0.7633281663157894,-1.0342664315789474,11.341223157894737
1571214672350.0,225.47339,144.26854,-0.424701692,-0.783232116,9.9711767
1571214674549.0,225.47339,144.26854,-0.318421937,-0.14948578299999998,8.284058
