timestamp,x,y
1571214927695.0,219.5980695390071,130.7634685460993
1571214929686.0,220.03994523837667,129.09578639282898
1571214931752.0,220.85627827699918,127.12057677040396
1571214933811.0,222.09451300906844,124.86163055647155
1571214935851.0,223.16724354653024,122.579485068756
1571214937900.0,222.73785452990086,119.85652657339303
1571214940001.0,222.29756837863766,117.06446420211066
1571214942167.0,221.77263211232187,114.26946934283319
1571214944273.0,220.737701193869,112.16814385079631
1571214946419.0,219.68311346784816,110.02690714333613
1571214948590.0,218.61624023709734,107.86072592623638
1571214951279.0,216.84533444032485,105.33476707733051
1571214953529.0,214.74129445091808,103.43863916419491
1571214956530.0,211.70175450367645,101.30737580882354
1571214958794.0,208.70461283088235,100.90029279411765
1571214961733.0,205.07977750909336,100.50697115910009
1571214964704.0,201.69111246396335,100.24945273986259
1571214966967.0,199.10997850330054,100.05330188737707
1571214969921.0,196.39130673531653,98.44508231222984
1571214972818.0,193.95604752444197,98.03361035712967
1571214975043.0,192.10631361925843,99.51388467459878
1571214977482.0,190.07867272274487,101.13653144327614
1571214979811.0,188.14247934513926,102.68599611086515
1571214982803.0,185.6390419492107,104.75468661976664
1571214985024.0,183.6821686959506,106.76958483184626
1571214987562.0,181.44599385724092,109.07206644474948
1571214989852.0,180.28700929260452,111.53726198499464
1571214992138.0,179.5442063022508,114.18514583065381
1571214994892.0,178.64933340836015,117.37511613290461
1571214997155.0,178.74481115384617,118.08686123076923
1571214999623.0,179.4254672693142,117.53800735191057
1571215001917.0,180.0581354738862,117.02784900584015
1571215004902.0,180.8813763590856,116.36402046921408
1571215007134.0,181.4969454229935,115.86765018655097
1571215009803.0,183.06327922850843,113.56724437913299
1571215012814.0,185.116117525349,110.38451339897134
1571215015052.0,186.63868424878837,108.13345124717286
1571215017751.0,188.46083626817446,105.91293729240711
1571215019967.0,189.9569047657512,104.08979578675283
1571215022581.0,192.67000865275432,102.4743572214209
1571215025650.0,196.33410362283257,100.84788328955041
1571215027874.0,198.83704015293802,100.39870435900188
1571215030379.0,201.1960955057687,102.09650692406761
1571215032557.0,203.53402547574038,102.3351343931947
1571215034743.0,205.9945863411048,102.08257907750473
1571215037570.0,209.1766565910523,101.75596705671077
1571215039820.0,211.70925583490862,101.49601762381853
1571215042643.0,213.34395632573057,103.0254730292231
1571215044872.0,214.2337789246258,104.71528698503208
1571215047833.0,215.41581782786884,106.9600331147541
1571215050062.0,216.30564042676406,108.64984707056308
1571215052893.0,217.54757899941825,111.11513063118092
1571215055103.0,218.6446595113438,113.40375019197208
1571215057288.0,219.72932961023852,115.66648039121583
1571215059907.0,220.3849599450046,118.25006429269783
1571215062173.0,220.37482989800608,120.31530075990077
1571215064953.0,220.3523712377102,122.37102429201506
1571215067180.0,220.33438007350915,124.01782152439584
1571215069980.0,220.31175984011762,126.08833443443903
1571215072244.0,220.2934697656896,127.76249201598823
1571215074940.0,219.2907047467167,129.38106967354597
1571215077962.0,217.89699009756097,131.09226101463415
1571215080198.0,216.8657703902439,132.3583840585366
1571215082411.0,215.8451580412758,133.61148347542212
1571215085420.0,214.45743885553472,135.3153136360225
1571215087598.0,214.84151997805643,136.80361821630092
1571215089791.0,215.86290457210032,138.41873521786832
1571215092813.0,216.8801789370285,140.37847095819362
1571215095161.0,215.22232831883906,140.23266197873008
1571215097423.0,213.62519965685246,140.09219353258592
1571215099619.0,212.07467156590528,139.95582363526822
1571215101854.0,210.49660677388934,139.81703186818942
1571215104048.0,208.9474908214585,139.68078616932104
1571215106245.0,207.39625666125312,139.5443541727787
1571215108441.0,205.84572857030594,139.40798427546102
1571215110649.0,204.28672764826067,139.2708691874476
1571215144494.0,194.42988461302346,139.07794029160272
1571215146596.0,197.2067459767595,139.8756218702039
1571215148714.0,199.5475372711111,139.75267038222222
1571215150866.0,201.8386234222222,139.45083564444442
1571215153044.0,203.63785,139.2138
1571215163015.0,203.6695728748891,140.24559002661934
1571215165166.0,202.87013688533943,141.63267604791787
1571215167974.0,200.21756200798632,141.86788489218483
1571215170110.0,198.1997913747861,142.0468044403879
1571215172249.0,196.1791867940673,142.22597528009126
1571215175122.0,196.74812667005594,141.50446914082357
1571215177289.0,198.12130317679208,140.68358155821048
1571215179431.0,199.4786377764362,139.872164298424
1571215182180.0,201.22061388027453,138.8308076004067
1571215184380.0,202.61470170437215,137.99741919166243
1571215186542.0,203.98470982968988,137.17842567361464
1571215189474.0,204.8846138602545,136.40421620444252
1571215191658.0,203.26231562863921,136.63270843217597
1571215193868.0,201.62070432283804,136.86392080547768
1571215196062.0,199.99097798576668,137.09345924304506
1571215198842.0,197.92596466896703,137.3843055768816
