timestamp,x,y
1571394733948.0,122.34364176381365,120.2144291332611
1571394735925.0,124.43980098366235,120.57888530394827
1571394737932.0,126.82418939414568,121.23704672974813
1571394740010.0,129.29292836623551,121.91849139482642
1571394742084.0,131.75661530938336,122.60831050852548
1571394744169.0,134.23249523431636,123.33001252032172
1571394746312.0,136.77724855764075,124.07179065522789
1571394748468.0,139.3374390219839,124.8180686108311
1571394750637.0,141.91306662734584,125.56884638713137
1571394752847.0,144.53621294246815,126.35232118577075
1571394755035.0,147.13310565217392,127.13022869565218
1571394757283.0,149.80121114185332,127.92946822134387
1571394759603.0,152.5547719675011,128.7543061660079
1571394761915.0,154.26371790796293,129.47812888958694
1571394764220.0,155.7632313679912,130.18038821108843
1571394766566.0,157.1989117332917,130.75232189256715
1571394768833.0,157.71493743129295,129.93007773579012
1571394771106.0,158.23232887882574,129.10565737039352
1571394773424.0,158.8358618473869,128.78606223488111
1571394775668.0,159.60161625687223,129.7228389640326
1571394777939.0,160.37658428893158,130.67088707094126
1571394780106.0,161.11606281181693,131.57551950056305
1571394782241.0,161.84462148572564,132.4667932602504
1571394784352.0,162.5649902729019,133.34804801748692
1571394786511.0,163.30173883354308,134.2493407796251
1571394788607.0,164.64254227976508,134.68608924897669
1571394790704.0,167.0979020021356,134.3426686456665
1571394792848.0,169.60829363053924,133.99155096636414
1571394794967.0,172.0390770184049,132.6469104417178
1571394797133.0,174.5023000564417,130.84681295460123
1571394799315.0,176.38910997405125,128.77609699967564
1571394801471.0,178.3001636316472,126.98787393255512
1571394803627.0,180.4993954863813,125.69587345525291
1571394805916.0,180.66152713780917,126.59241306007067
1571394808137.0,179.554794204947,128.78191096113073
1571394810340.0,178.28603081797235,130.7420588018433
1571394812558.0,175.23577827572964,130.52172384024576
1571394814760.0,175.93561069587128,129.32908845706532
1571394816972.0,176.9943135995348,128.03811912192285
1571394819261.0,178.79437163913596,126.69753756797967
1571394821557.0,181.08879623888183,125.34961344091487
1571394823843.0,180.4876817610063,126.9363389308176
1571394826064.0,179.50275905660376,128.88485435849057
1571394828368.0,178.33934510223492,130.84323511174512
1571394830597.0,175.43685075606277,131.94834780313838
1571394832813.0,172.55128437153274,133.04701524330324
1571394835011.0,169.59967290475117,133.9927567102004
1571394837255.0,166.2752381918487,134.45773109434813
1571394839484.0,163.35542361081372,135.18876170503214
1571394841686.0,161.67897429068523,136.761229001606
1571394843911.0,161.52648831,138.68168768
1571394846189.0,160.40655290598292,140.27370662867997
1571394848385.0,158.7088746133286,141.86629186208125
1571394850573.0,158.59191486279403,144.63593259622237
1571394852728.0,158.4767191304348,147.3638008695652
1571394854844.0,158.43759,148.29039
1571394868012.0,159.8652181387243,140.56978599512027
1571394870099.0,161.02110261589405,139.93758284768214
1571394872139.0,161.91557,139.44836
1571394879385.0,160.963978041529,137.57328020764513
1571394881501.0,162.64463704318936,135.85546162790698
1571394883561.0,163.0019875564563,133.88264354950783
1571394885630.0,160.94465638100752,131.36583144180662
1571394887718.0,158.8684323624783,128.82590699478865
1571394889881.0,157.36190878147482,130.49259961330935
1571394892013.0,155.4225194927369,130.0208243947429
1571394894135.0,153.39590919068482,129.0717125570671
1571394896280.0,151.21404242985304,128.3526863485398
1571394898367.0,149.06089500668065,127.70770415728192
1571394900557.0,146.80148300057263,127.03089007062417
1571394902709.0,144.581275403703,126.36581979003627
1571394904899.0,142.32186339759497,125.68900570337851
1571394907101.0,139.4616373578635,124.85427157364985
1571394909346.0,136.51097989792285,123.99417516771514
1571394911658.0,133.47226272759644,123.10840996035608
1571394913966.0,130.46389146381279,122.24171169671686
1571394916223.0,127.6059391148195,121.45283267658263
1571394918507.0,124.71379770360964,120.65451646834754
1571394920814.0,122.54490802955003,120.24604445601075
1571394923087.0,120.58761638235953,119.9385890217148
