timestamp,x,y,x_acce,y_acce,z_acce
1571212403572.0,173.31207383536585,133.17197251829268,-0.97618102,-1.84894871,17.4945447
1571212405809.0,176.33934864634148,132.44152381707318,-1.992572775,-0.572387695,14.95594
1571212408093.0,179.43022735365852,131.69572818292684,-2.442382875,-2.1711159,6.38873675
1571212410320.0,182.4439694207317,130.96854478658537,-1.50565495,-1.2310089,8.281539599999999
1571212412586.0,183.65515,130.6763,-0.7658386,0.262146,9.675079
1571212414905.0,183.65515,130.6763,-0.173510744,0.011590576400000004,9.541727
1571212417190.0,183.65515,130.6763,-0.3846847525,0.097657779,10.38667145
1571212419412.0,183.65515,130.6763,-0.5344963125,0.660324095,9.793892
1571212421622.0,183.65515,130.6763,-0.747284715,1.010273785,9.8634488
1571212423848.0,183.65515,130.6763,-0.796968079,1.15270077,9.76319305
1571212450965.0,179.61997813993173,128.60803776450513,-0.26485062,-0.817348475,3.7519722
1571212453028.0,181.8071981996587,129.72911632252558,-0.7707792552631578,-4.292643410526316,7.273949905263158
1571212455079.0,183.99257050389704,130.8748145695124,0.0005462655999999982,-0.08298034729999999,15.198862
1571212457187.0,186.301929017582,132.2334792205909,0.009760288499999992,0.870687107,10.0452207
1571212459315.0,188.63319795359797,133.60503442813123,-0.0014877337499999976,0.1463203425,6.467449200000001
1571212461427.0,191.11794573594824,134.73906566316214,0.203993222,-1.54734343,6.135551469999999
1571212463561.0,193.77618229478367,135.68879058431054,1.090926355,-2.33512724,5.715312235
1571212465753.0,196.34566091764708,136.42816254411764,-0.5544303669999999,-0.7128066925,9.9163467
1571212467972.0,198.42139183529412,136.4059834215686,0.1890243543,-2.537291,5.51395564
1571212470168.0,200.47560774117647,136.3840341862745,-0.44824982999999996,-1.11404879,6.97693019
1571212472343.0,202.51017950588235,136.36229484803923,-0.01442260399999995,-1.2966156,8.5428648
1571212474541.0,204.56626628235296,136.34032562254902,0.7472915499999999,-1.7352295,9.090897
1571212476794.0,206.57534551912568,137.5201213114754,-0.047819520000000004,-1.012354245,15.37516435
1571212479060.0,208.60231663893512,139.127638630061,-0.34744720500000004,0.021591184000000013,10.2153306
1571212481337.0,210.88279465224625,139.46825408763172,-0.8801612875,0.7074623,9.695431000000001
1571212483614.0,213.1632726655574,139.80886954520244,0.230743406,0.43046265,9.0225404
1571212485828.0,215.38065444925124,140.1400608596783,0.383921807,0.77204134,7.19510804
1571212488018.0,217.1153,140.39915,0.05177917480000001,-0.03305969240000001,10.2915922
1571212490243.0,217.1153,140.39915,-0.5937500125,0.27755738,10.9715465
1571212492576.0,217.1153,140.39915,-0.667140208,0.728407275,9.42913515
