timestamp,x,y
1574855118411.0,205.59660585454426,138.87048735908357
1574855120368.0,204.5323185619491,136.96731219193822
1574855122338.0,203.46096139975572,135.05149457350367
1574855124320.0,202.38307820408704,133.12400700003303
1574855126369.0,201.2687579881813,131.13136217761053
1574855128390.0,200.16966518371794,129.16594725027235
1574855130411.0,199.07057237925457,127.20053232293421
1574855132421.0,197.97746177214356,125.24581485437919
1574855134435.0,196.88217582054077,123.28720740081212
1574855136502.0,195.7580665544221,121.2770576458354
1574855138560.0,194.63885181340993,119.27566035713579
1574855140648.0,193.50332198870953,117.2450881808458
1574855142703.0,192.38573875606616,115.24660838090523
1574855144795.0,191.248033586874,113.21214621960318
1574855146943.0,190.3177504907867,111.31783165627215
1574855149050.0,191.61679812048192,111.26896627951807
1574855151163.0,192.91954498405386,111.21996175124026
1574855153445.0,194.3264869351524,111.16703778837704
1574855155569.0,195.63601572749823,111.11777814897236
1574855157739.0,196.97390531289867,111.067451681219
1574855159854.0,198.2778852544295,111.01840076909993
1574855162000.0,199.60097790432317,110.96863090744154
1574855164102.0,200.89694283912118,110.91988149029058
1574855166196.0,202.18797546208364,110.87131760850461
1574855168260.0,203.46051191566266,110.82344948433735
1574855170349.0,204.74846184372785,110.7750015621545
1574855172438.0,206.03641177179307,110.72655363997166
1574855174557.0,207.34285786924167,110.6774099601701
1574855176708.0,207.59009,110.66811
1574855186384.0,208.40155956883734,109.57271690336009
1574855188512.0,209.22699324115374,108.45847382991377
1574855190588.0,210.03225654177817,107.37145850074339
1574855192678.0,210.84295032708891,106.27711262503718
1574855194754.0,211.64821362771335,105.19009729586679
1574855196819.0,212.44921011894144,104.1088416818317
1574855198897.0,213.2552492030925,103.02077913172762
1574855200981.0,214.06361563782337,101.92957491882248
1574855221484.0,212.0470616405183,102.31895261715088
1574855223528.0,209.94565020857175,102.78223820672598
1574855225555.0,207.86171626896527,103.24167063826646
1574855227567.0,205.79320364612943,103.69770322448227
1574855229578.0,203.7257191110783,104.1535091543431
1574855231628.0,201.6181391524235,104.61815468204807
1574855233635.0,199.55476696851122,105.07305398648899
1574855235695.0,197.4369061320093,105.53996607774374
1574855237742.0,195.33241043670864,106.00393163638378
1574855239757.0,193.26081355051866,106.46064419166451
1574855241781.0,191.17996387426632,106.91939665414006
1574855243825.0,189.07855244231976,107.38268224371517
1574855245922.0,186.9226523577836,107.8579806201041
1574855247959.0,186.26262,108.003494
