timestamp,x,y
1574855313870.0,220.5702989753557,112.9860990983885
1574855315923.0,218.32686980186438,111.75369010189833
1574855317901.0,216.16539736875873,110.56630335320979
1574855319933.0,213.9449160825754,109.34650058610409
1574855321947.0,211.74410441408463,108.13750315847076
1574855323988.0,209.513788319055,106.91229772162886
1574855326061.0,207.24850401479415,105.6678827923916
1574855328108.0,205.01163138053366,104.43907557572555
1574855330141.0,202.79005733781185,103.21867251198249
1574855332135.0,200.61110080009058,102.02168101709627
1574855334155.0,198.40373259236895,100.80908180963883
1574855336230.0,196.13626277503116,99.56346628712684
1574855338328.0,193.8436595573084,98.3040439419557
1574855345706.0,195.8632179949415,98.64147507786153
1574855347804.0,197.9774690671494,99.01477112328904
1574855349856.0,200.04536382414204,99.37988241271573
1574855351978.0,202.18380079994049,99.7574487656219
1574855354083.0,204.305106094029,100.13199031739734
1574855356144.0,206.3820705648681,100.49870297212856
1574855358252.0,208.5063990969054,100.87377831233883
1574855360360.0,210.63072762894268,101.2488536525491
1574855362416.0,212.7026533698671,101.61467665988891
1574855364481.0,214.11249,101.8636
