timestamp,x,y,x_acce,y_acce,z_acce
1572940702574.0,125.95651931831573,74.13102451845434,-1.70618512,1.7842056400000001,6.138277405
1572940704573.0,125.68183849835384,75.74003662606134,-3.89445576,0.98281634,9.77704515
1572940706587.0,125.4050965416739,77.3611223612892,0.24201660400000002,1.19293216,13.096810600000001
1572940708606.0,125.12766753942125,78.98623263905736,-0.9521919125,2.204093195,8.66195135
1572940710609.0,124.85243708300122,80.59846438069658,0.5920143124999999,0.8122901875,9.43311275
1572940712669.0,124.83393579944948,81.90143036177743,-0.9926223500000001,1.69433595,9.0704267
1572940714671.0,125.68336952025167,82.00330012033032,-0.9172363375,0.4006271275,10.5307085
1572940716676.0,126.53407611875737,82.10532253086905,-0.9343152761904762,2.1198177619047622,9.233020095238095
1572940718712.0,126.9619504191212,81.0393569579913,-1.6454518666666667,3.1043258095238095,10.027186761904762
1572940720722.0,127.20110159729599,79.49539679381941,-2.6912506,0.950524908,10.9803312
1572940722687.0,127.43489864461613,77.98600290197972,-0.35546264,1.8026229900000001,9.21791043
1572940724741.0,127.67928497295992,76.40824460486077,-0.196942897,-0.124809266,8.8508514
1572940726748.0,127.91807920907775,74.86658885884435,-0.2953207828571429,2.0697696857142858,13.127559
1572940728789.0,128.16091878850796,73.29881637373249,-0.6990806957142857,2.3348788380952383,7.511871309523809
1572940730876.0,127.76727933487687,72.59034149863186,-1.1648361250000001,2.383155845,10.1374873
1572940732894.0,126.89635368974953,72.58857877499473,-2.60559845,2.2319031,10.165886
1572940734873.0,126.23970129890037,72.91495146951016,0.879769875,1.9322654849999998,9.492766499999998
1572940736900.0,126.33628538353882,74.52740767994001,-1.78827285,1.6694069,9.91643875
1572940738902.0,126.43167824858381,76.11997666527824,-2.9553970599999997,0.986013805,8.9053499
1572940740901.0,126.52692816727757,77.71015918360546,-0.12986537571428575,2.23429,10.349345714285715
1572940742931.0,126.62365519826724,79.32500186104632,-0.42596944666666664,1.8428395333333332,8.760996333333333
1572940744948.0,126.7197627950683,80.92950318143951,0.19592285,0.17407227,14.65712
1572940746961.0,126.57039675750673,82.10967834417063,-2.28220211,1.2193329,8.7228474
1572940749010.0,125.65475301180369,81.99986823773038,-0.14764404,2.7951355,7.3745575
1572940751047.0,124.74447174777387,81.89070123586664,-1.73477328,2.29881436,9.2119204
1572940753106.0,125.18433764693111,80.47233494379958,-1.60428927,2.83505098,10.7650498
1572940755165.0,125.80958691240083,78.87566787607516,-2.16004485,1.1988052599999999,12.0097886
1572940757134.0,126.4075061954071,77.34879198663883,0.11152649,0.11302185,9.101364
1572940759143.0,127.01757213728601,75.79089779574113,-1.6121811199999998,2.5117798000000002,11.1435119
1572940761163.0,127.6309784103549,74.22447357194154,-2.095967845,1.9677901899999999,3.801507525
1572940763187.0,128.24559934931105,72.65494751799582,-0.91677856,1.1981964,13.413925
