timestamp,x,y,x_acce,y_acce,z_acce
1572950985661.0,114.73859361891022,136.96553012873153,-3.2672913,-0.0576812748,9.0472656
1572950987585.0,116.59433229386306,137.57566082676726,-1.119487025,1.7385459699999999,11.457926149999999
1572950989541.0,118.48093564532239,138.19593922872045,0.15492401104999998,1.43629838,7.17032855
1572950991493.0,120.3636809122184,138.81494916768392,-0.5458297725000001,0.09836959749999999,11.22143175
1572950993454.0,121.69023535597584,138.8321439508862,-0.1080215488,1.4236099,9.4552308
1572950995429.0,122.06060994751955,137.81577676106545,-0.14037551950000002,1.909011885,9.67959885
1572950997385.0,122.4274214417269,136.8091872809189,-0.07294311459999997,2.2593124099999997,9.4810992
1572950999363.0,122.79835862758688,135.7912762422022,-0.1404571516,2.1560249249999996,9.9215355
1572951001351.0,123.17117112783444,134.76821904049908,0.8000701849999999,0.650731659,9.287729575
1572951003323.0,123.00101870784016,133.8811271033194,-1.2769661,1.433879825,8.961456250000001
1572951005310.0,121.21487245528165,133.36925312805909,-1.3845550500000001,2.7127731799999997,10.613254000000001
1572951007283.0,119.44131102785441,132.8609857132687,-0.341430665,1.767574325,7.69941325
1572951009275.0,117.65067019489187,132.3478236806977,0.4789741405,-0.0028160092000000005,8.449134800000001
1572951011260.0,115.86632177449496,131.83646492836166,-2.8098205199999997,2.17718346,10.78581505
1572951013262.0,114.0666917807244,131.32072678116936,-2.09850926,-0.05462188609999999,7.9874694
1572951015288.0,114.15491379853685,131.91127406302758,-1.932698580952381,1.5883948904761906,9.512831142857143
1572951017283.0,115.47121284186832,133.20907296567248,-2.0213028,0.89826661,7.28884739
1572951019291.0,116.79608927244955,134.51532870327196,-0.0395385736,3.3327514000000003,9.6163696
1572951021274.0,118.10447072755045,135.80532129672804,-0.026134490499999996,0.479637145,7.0357781
1572951023240.0,119.4016355993247,137.08425495216656,-1.210292855,0.5722000070000001,12.0564239
1572951025216.0,120.7053984612911,138.36969386526246,-1.691075885,2.104348725,9.93360235
1572951027218.0,121.5539,139.20627,-0.7523521449999999,1.662173455,9.816856375
1572951038825.0,121.99587325054374,134.33006639865292,-2.677580295,2.10640406,9.16358445
1572951040807.0,120.52391459201571,134.65540475268364,-1.745961025,0.5226745615,9.2391907
1572951042786.0,119.05418392338454,134.98025066722795,-1.7738616699999998,1.64704899,10.734457500000001
1572951044750.0,117.5955932042377,135.30263438434014,0.429718024,0.85726318,7.15548398
1572951046745.0,116.11397992282326,135.63010664281202,-1.76346362,1.86833341,12.426043949999999
1572951048723.0,114.64499191749105,135.95478841086086,-0.579048135,2.236991875,9.641266
1572951050716.0,113.16486396267453,136.2819323763418,-1.115625004,-0.220358278,10.7967044
